plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,ptht,yield,ndvi_033018,ndvi_040418,ndvi_041218,ndvi_041918,ndvi_042318,ndvi_051618,ndvi_061318,ndvi_phi1,ndvi_phi2,ndvi_phi3,pthtd_033018,pthtd_040418,pthtd_041218,pthtd_041918,pthtd_042318,pthtd_051618,pthtd_061318,pthtd_phi1,pthtd_phi2,pthtd_phi3
18BYD00240,2,3,8,11,KS120148M~5,Ashland,9/19/17,Untreated,20,0.72,4110,0.57,0.83,0.82,0.84,0.84,0.82,0.2,0.840286027,45.20906574,-0.173680389,0.172,0.2,0.248,0.274,0.301,0.616,0.665,0.745663029,-11.80622847,0.053993148
18BYD00241,2,3,9,11,KS120559M~1,Ashland,9/19/17,Untreated,5,0.65,3370,0.53,0.82,0.8,0.83,0.83,0.78,0.2,0.831810966,35.67978533,-0.137940345,0.164,0.212,0.257,0.274,0.278,0.558,0.59,0.697187831,-14.91032445,0.066674035
18BYD00242,2,3,9,12,Art,Ashland,9/19/17,Untreated,65,0.66,2770,0.53,0.83,0.81,0.84,0.85,0.71,0.26,0.867430426,21.68843012,-0.084413055,0.159,0.2,0.254,0.263,0.275,0.504,0.645,0.697187831,-14.91032445,0.066674035
18BYD00243,2,3,9,13,KS120487M~2,Ashland,9/19/17,Untreated,2,0.6,3160,0.47,0.8,0.79,0.84,0.85,0.71,0.22,0.862359982,23.89178031,-0.093500364,0.126,0.199,0.249,0.259,0.275,0.473,0.568,0.697187831,-14.91032445,0.066674035
18BYD00244,2,3,9,14,KS120252M~10,Ashland,9/19/17,Untreated,20,0.67,4300,0.54,0.83,0.83,0.87,0.87,0.79,0.24,0.875521302,29.52186077,-0.114216235,0.16,0.212,0.266,0.276,0.298,0.63,0.641,0.697187831,-14.91032445,0.066674035
18BYD00245,2,3,9,15,KS120911M~2,Ashland,9/19/17,Untreated,15,0.55,3120,0.47,0.8,0.77,0.8,0.82,0.73,0.26,0.816957168,26.89483745,-0.103585621,0.107,0.166,0.21,0.22,0.226,0.487,0.595,0.697187831,-14.91032445,0.066674035
18BYD00246,2,3,10,15,KS120493M~5,Ashland,9/19/17,Untreated,10,0.64,3320,0.47,0.79,0.78,0.81,0.82,0.73,0.24,0.822244297,27.34581158,-0.105739789,0.122,0.177,0.224,0.239,0.24,0.51,0.639,0.751510343,-10.43017334,0.045995967
18BYD00247,2,3,10,14,KS120741M~1,Ashland,9/19/17,Untreated,10,0.64,3300,0.43,0.77,0.77,0.8,0.81,0.77,0.28,0.80635296,34.55749672,-0.131793108,0.105,0.175,0.223,0.23,0.248,0.607,0.686,0.756490435,-13.61095263,0.061252895
18BYD00248,2,3,10,13,Everest,Ashland,9/19/17,Untreated,10,0.59,2820,0.5,0.78,0.76,0.79,0.81,0.68,0.19,0.81204044,25.85530347,-0.101285382,0.13,0.17,0.218,0.224,0.244,0.394,0.558,0.697187831,-14.91032445,0.066674035
18BYD00249,2,3,10,12,KS120487M~7,Ashland,9/19/17,Untreated,5,0.59,2920,0.43,0.77,0.76,0.79,0.81,0.7,0.22,0.809512574,26.20411386,-0.10183894,0.105,0.179,0.231,0.248,0.26,0.492,0.571,0.697187831,-14.91032445,0.066674035
18BYD00250,2,3,10,11,KS120646M~6,Ashland,9/19/17,Untreated,10,0.57,3170,0.41,0.75,0.74,0.77,0.77,0.67,0.26,0.784577756,22.85759672,-0.088238901,0.109,0.187,0.236,0.246,0.246,0.384,0.614,0.697187831,-14.91032445,0.066674035
18BYD00251,2,3,11,11,KS120802M~11,Ashland,9/19/17,Untreated,45,0.6,3020,0.48,0.78,0.76,0.78,0.78,0.65,0.22,0.800592484,22.26268736,-0.087017757,0.098,0.164,0.219,0.238,0.249,0.406,0.617,0.949557145,-7.925293835,0.032051024
18BYD00252,2,3,11,12,Art,Ashland,9/19/17,Untreated,65,0.62,2540,0.47,0.78,0.75,0.78,0.79,0.67,0.25,0.802650034,22.29500102,-0.086476953,0.114,0.176,0.224,0.231,0.24,0.429,0.619,0.697187831,-14.91032445,0.066674035
18BYD00253,2,3,11,13,KS120642M~11,Ashland,9/19/17,Untreated,15,0.57,3330,0.43,0.74,0.72,0.76,0.78,0.67,0.2,0.779235939,26.47488916,-0.103144815,0.096,0.151,0.189,0.209,0.217,0.413,0.53,0.697187831,-14.91032445,0.066674035
18BYD00254,2,3,11,14,KS120148M~7,Ashland,9/19/17,Untreated,10,0.7,3220,0.5,0.79,0.77,0.8,0.81,0.78,0.19,0.805401014,42.72735509,-0.164429414,0.154,0.192,0.245,0.249,0.271,0.585,0.652,0.697187831,-14.91032445,0.066674035
18BYD00255,2,3,11,15,KS120081M~5,Ashland,9/19/17,Untreated,5,0.62,4540,0.59,0.85,0.82,0.85,0.86,0.79,0.2,0.857793343,33.61630781,-0.130363758,0.149,0.19,0.227,0.248,0.261,0.559,0.586,0.658356237,-11.7144825,0.053784318
18BYD00256,2,3,12,15,KS120494M~1,Ashland,9/19/17,Untreated,0,0.68,4530,0.53,0.85,0.85,0.87,0.88,0.81,0.23,0.878155399,32.4880017,-0.125559062,0.141,0.189,0.237,0.255,0.267,0.675,0.631,0.699874307,-15.06477455,0.069660225
18BYD00257,2,3,12,14,Everest,Ashland,9/19/17,Untreated,5,0.69,3640,0.56,0.85,0.84,0.85,0.85,0.8,0.19,0.851613455,36.78834809,-0.142456996,0.173,0.216,0.266,0.277,0.282,0.561,0.585,0.697187831,-14.91032445,0.066674035
18BYD00258,2,3,12,13,KS120029M~3,Ashland,9/19/17,Untreated,15,0.67,3380,0.48,0.81,0.8,0.82,0.82,0.77,0.22,0.822098544,34.28004423,-0.132160499,0.121,0.184,0.234,0.243,0.264,0.574,0.642,0.704756694,-12.5543352,0.056950595
18BYD00259,2,3,12,12,KS120332M~11,Ashland,9/19/17,Untreated,15,0.62,2940,0.45,0.77,0.76,0.79,0.79,0.74,0.24,0.792575647,32.34021978,-0.124247903,0.123,0.177,0.226,0.233,0.247,0.492,0.612,0.718594427,-9.999270987,0.044287904
18BYD00260,2,3,12,11,KS120487M~9,Ashland,9/19/17,Untreated,30,0.64,3230,0.51,0.81,0.79,0.82,0.82,0.73,0.24,0.82838758,26.77964528,-0.103657398,0.112,0.184,0.239,0.252,0.256,0.512,0.647,0.697187831,-14.91032445,0.066674035
18BYD00261,2,3,13,11,KS120717M~11,Ashland,9/19/17,Untreated,2,0.61,3880,0.5,0.83,0.81,0.84,0.83,0.76,0.23,0.840210698,29.74109343,-0.115043474,0.145,0.209,0.267,0.268,0.276,0.556,0.62,0.697187831,-14.91032445,0.066674035
18BYD00262,2,3,13,12,KS120004M~8,Ashland,9/19/17,Untreated,5,0.68,3550,0.55,0.85,0.83,0.86,0.86,0.79,0.19,0.863161475,33.49143844,-0.13017393,0.155,0.193,0.251,0.26,0.278,0.546,0.62,0.701676933,-10.59166454,0.048235228
18BYD00263,2,3,13,13,Art,Ashland,9/19/17,Untreated,45,0.69,4020,0.52,0.84,0.83,0.85,0.85,0.77,0.25,0.856203358,28.45152176,-0.109877724,0.148,0.189,0.247,0.257,0.27,0.606,0.677,0.758828663,-11.974885,0.054232277
18BYD00264,2,3,13,14,KS120487M~3,Ashland,9/19/17,Untreated,1,0.67,3990,0.48,0.84,0.83,0.87,0.87,0.82,0.22,0.871829235,35.60602329,-0.137423934,0.141,0.222,0.283,0.293,0.307,0.594,0.641,0.697187831,-14.91032445,0.066674035
18BYD00265,2,3,13,15,KS120302M~7,Ashland,9/19/17,Untreated,20,0.73,5010,0.55,0.87,0.85,0.88,0.88,0.83,0.23,0.881883763,35.33300142,-0.136235207,0.138,0.218,0.27,0.288,0.296,0.66,0.725,0.804593265,-12.35810926,0.056281896
18BYD00266,2,3,14,15,KS120580M~7,Ashland,9/19/17,Untreated,5,0.79,4710,0.48,0.82,0.8,0.84,0.83,0.83,0.24,0.835044332,56.34372708,-0.214425923,0.159,0.233,0.293,0.308,0.325,0.69,0.782,0.697187831,-14.91032445,0.066674035
18BYD00267,2,3,14,14,KS120302M~1,Ashland,9/19/17,Untreated,20,0.67,3520,0.41,0.74,0.74,0.78,0.78,0.8,0.26,0.829900848,32.11681264,-0.1237417,0.104,0.178,0.219,0.23,0.24,0.544,0.659,0.697187831,-14.91032445,0.066674035
18BYD00268,2,3,14,13,Everest,Ashland,9/19/17,Untreated,5,0.68,3870,0.56,0.86,0.85,0.87,0.87,0.8,0.19,0.873077702,33.74693118,-0.131185595,0.161,0.21,0.262,0.282,0.287,0.564,0.592,0.697187831,-14.91032445,0.066674035
18BYD00269,2,3,14,12,KS120494M~10,Ashland,9/19/17,Untreated,0,0.7,4550,0.55,0.86,0.86,0.88,0.89,0.85,0.22,0.885787285,39.69545885,-0.152819731,0.149,0.2,0.26,0.272,0.293,0.662,0.614,0.677937009,-14.06751526,0.065607768
18BYD00270,2,3,14,11,KS120794M~7,Ashland,9/19/17,Untreated,20,0.69,4520,0.57,0.87,0.86,0.88,0.88,0.86,0.26,0.880356113,43.12127129,-0.164759865,0.157,0.199,0.253,0.273,0.285,0.611,0.679,0.760059002,-11.58601948,0.052651515
18BYD00271,2,3,15,11,KS120300M~3,Ashland,9/19/17,Untreated,15,0.69,3790,0.6,0.82,0.83,0.85,0.83,0.78,0.21,0.842985651,33.34668126,-0.12902497,0.184,0.218,0.264,0.282,0.294,0.621,0.622,0.695645614,-11.46735273,0.053201682
18BYD00272,2,3,15,12,Art,Ashland,9/19/17,Untreated,60,0.69,3270,0.56,0.83,0.85,0.87,0.87,0.78,0.26,0.87802043,27.1820693,-0.105048755,0.153,0.209,0.259,0.262,0.286,0.623,0.68,0.758373188,-11.80059819,0.053721893
18BYD00273,2,3,15,13,KS120493M~3,Ashland,9/19/17,Untreated,10,0.69,4260,0.5,0.81,0.83,0.87,0.87,0.85,0.26,0.87036526,42.86691295,-0.163746402,0.13,0.21,0.264,0.276,0.288,0.619,0.722,0.799689744,-11.84646477,0.053527254
18BYD00274,2,3,15,14,KS120494M~5,Ashland,9/19/17,Untreated,2,0.7,4590,0.51,0.78,0.8,0.85,0.85,0.85,0.21,0.829900848,32.11681264,-0.1237417,0.123,0.167,0.215,0.224,0.251,0.622,0.642,0.697187831,-14.91032445,0.066674035
18BYD00275,2,3,15,15,KS120487M~1,Ashland,9/19/17,Untreated,5,0.71,4580,0.5,0.82,0.84,0.88,0.88,0.86,0.21,0.880274578,45.64280833,-0.175293591,0.152,0.232,0.284,0.299,0.304,0.623,0.655,0.697187831,-14.91032445,0.066674035
18BYD00276,2,3,16,15,KS120428M~7,Ashland,9/19/17,Untreated,1,0.71,4510,0.46,0.79,0.78,0.82,0.8,0.82,0.25,0.829900848,32.11681264,-0.1237417,0.122,0.193,0.249,0.26,0.265,0.651,0.716,0.787487204,-13.49488057,0.061107451
18BYD00277,2,3,16,14,Everest,Ashland,9/19/17,Untreated,2,0.68,4490,0.55,0.84,0.82,0.86,0.85,0.83,0.18,0.85542323,44.4933403,-0.171594309,0.146,0.192,0.25,0.255,0.268,0.567,0.613,0.697187831,-14.91032445,0.066674035
18BYD00278,2,3,16,13,KS120069M~2,Ashland,9/19/17,Untreated,5,0.7,4360,0.52,0.82,0.79,0.83,0.83,0.82,0.21,0.830082218,51.18544668,-0.195761016,0.118,0.176,0.231,0.245,0.26,0.604,0.676,0.746758661,-12.97887658,0.058647439
18BYD00279,2,3,16,12,KS120414M~1,Ashland,9/19/17,Untreated,10,0.65,4090,0.52,0.84,0.8,0.82,0.81,0.82,0.25,0.829900848,32.11681264,-0.1237417,0.178,0.226,0.276,0.267,0.284,0.543,0.626,0.697187831,-14.91032445,0.066674035
18BYD00280,2,3,16,11,KS120487M~5,Ashland,9/19/17,Untreated,1,0.68,4170,0.46,0.83,0.81,0.86,0.86,0.82,0.24,0.861331811,36.611895,-0.14068587,0.104,0.196,0.251,0.262,0.271,0.568,0.627,0.685483135,-12.61857539,0.057831926
18BYD00281,2,3,17,11,KS120494M~9,Ashland,9/19/17,Untreated,1,0.7,4590,0.51,0.82,0.81,0.85,0.86,0.82,0.22,0.855850363,38.94568703,-0.149839307,0.12,0.184,0.227,0.241,0.263,0.613,0.62,0.678074261,-14.14618915,0.064948577
18BYD00282,2,3,17,12,KS120428M~1,Ashland,9/19/17,Untreated,2,0.66,3530,0.41,0.76,0.73,0.74,0.73,0.78,0.26,0.829900848,32.11681264,-0.1237417,0.12,0.197,0.256,0.251,0.27,0.598,0.668,0.697187831,-14.91032445,0.066674035
18BYD00283,2,3,17,13,Art,Ashland,9/19/17,Untreated,40,0.69,4250,0.53,0.84,0.82,0.84,0.85,0.8,0.25,0.846747235,34.55211445,-0.132667643,0.12,0.186,0.24,0.251,0.271,0.63,0.685,0.754469597,-13.47028014,0.06115918
18BYD00284,2,3,17,14,KS120494M~8,Ashland,9/19/17,Untreated,2,0.58,3960,0.51,0.8,0.79,0.82,0.83,0.81,0.24,0.825169221,45.5917832,-0.174093867,0.119,0.163,0.203,0.213,0.24,0.615,0.583,0.697187831,-14.91032445,0.066674035
18BYD00285,2,3,17,15,KS120428M~5,Ashland,9/19/17,Untreated,2,0.69,4010,0.47,0.8,0.77,0.8,0.79,0.82,0.26,0.829900848,32.11681264,-0.1237417,0.129,0.189,0.248,0.249,0.265,0.615,0.696,0.774972216,-12.56937777,0.056753999
18BYD00286,2,3,18,15,KS120494M~3,Ashland,9/19/17,Untreated,0,0.67,3880,0.53,0.83,0.8,0.83,0.84,0.81,0.3,0.83567116,37.92141211,-0.144199214,0.167,0.213,0.254,0.258,0.272,0.565,0.667,0.697187831,-14.91032445,0.066674035
18BYD00287,2,3,18,14,KS120643M~9,Ashland,9/19/17,Untreated,15,0.69,3760,0.5,0.78,0.76,0.79,0.79,0.78,0.21,0.79009116,50.13111659,-0.191562526,0.117,0.181,0.234,0.247,0.254,0.586,0.622,0.678737536,-13.41896857,0.061431199
18BYD00288,2,3,18,13,Everest,Ashland,9/19/17,Untreated,2,0.65,3870,0.53,0.82,0.79,0.82,0.83,0.78,0.2,0.826388146,36.6960278,-0.141714645,0.148,0.194,0.245,0.262,0.277,0.58,0.603,0.661444512,-12.21904941,0.056536262
18BYD00289,2,3,18,12,KS120246M~3,Ashland,9/19/17,Untreated,10,0.68,4050,0.51,0.83,0.8,0.83,0.83,0.81,0.27,0.830426753,41.32807918,-0.157521934,0.169,0.231,0.291,0.294,0.311,0.609,0.686,0.697187831,-14.91032445,0.066674035
18BYD00290,2,3,18,11,KS120557M~5,Ashland,9/19/17,Untreated,5,0.67,4180,0.47,0.8,0.79,0.83,0.83,0.8,0.23,0.830769201,39.26562686,-0.150658281,0.102,0.181,0.228,0.246,0.263,0.579,0.64,0.693596548,-13.49576478,0.06154952
18BYD00291,2,3,19,11,KS120269M~5,Ashland,9/19/17,Untreated,25,0.69,3660,0.53,0.83,0.83,0.82,0.82,0.78,0.27,0.821745862,34.02210079,-0.130100279,0.147,0.208,0.261,0.274,0.285,0.607,0.658,0.697187831,-14.91032445,0.066674035
18BYD00292,2,3,19,12,KS120331M~17,Ashland,9/19/17,Untreated,10,0.65,4070,0.51,0.82,0.83,0.82,0.82,0.78,0.27,0.821745862,34.02210079,-0.130100279,0.137,0.206,0.266,0.273,0.282,0.553,0.635,0.697187831,-14.91032445,0.066674035
18BYD00293,2,3,19,13,KS120612M~4,Ashland,9/19/17,Untreated,10,0.65,3710,0.49,0.79,0.79,0.79,0.79,0.73,0.25,0.794011556,29.8546438,-0.114727305,0.109,0.189,0.239,0.254,0.266,0.544,0.648,0.697187831,-14.91032445,0.066674035
18BYD00294,2,3,19,14,Art,Ashland,9/19/17,Untreated,30,0.69,3690,0.52,0.82,0.83,0.82,0.82,0.75,0.28,0.82600864,27.54167287,-0.105653852,0.118,0.175,0.236,0.241,0.263,0.579,0.678,0.756690241,-12.19622623,0.054771294
18BYD00295,2,3,19,15,KS120380M~1,Ashland,9/19/17,Untreated,10,0.73,5110,0.57,0.85,0.86,0.86,0.87,0.81,0.25,0.867530148,32.98223715,-0.126916334,0.142,0.202,0.253,0.276,0.288,0.601,0.683,0.697187831,-14.91032445,0.066674035
18BYD00296,2,3,20,15,KS120487M~4,Ashland,9/19/17,Untreated,2,0.63,3230,0.42,0.75,0.73,0.78,0.79,0.75,0.27,0.786366321,34.45054359,-0.131457021,0.09,0.169,0.226,0.245,0.253,0.531,0.623,0.674169483,-12.58789223,0.057135081
18BYD00297,2,3,20,14,KS120148M~4,Ashland,9/19/17,Untreated,10,0.66,3080,0.46,0.73,0.73,0.75,0.77,0.79,0.25,0.829900848,32.11681264,-0.1237417,0.14,0.176,0.231,0.226,0.249,0.6,0.666,0.697187831,-14.91032445,0.066674035
18BYD00298,2,3,20,13,Everest,Ashland,9/19/17,Untreated,2,0.59,3040,0.49,0.77,0.74,0.76,0.78,0.69,0.23,0.776663608,27.27664705,-0.105405381,0.12,0.183,0.223,0.237,0.251,0.469,0.587,0.697187831,-14.91032445,0.066674035
18BYD00299,2,3,20,12,KS120487M~10,Ashland,9/19/17,Untreated,2,0.59,3070,0.41,0.74,0.72,0.77,0.78,0.74,0.24,0.776195179,35.68953875,-0.13667973,0.107,0.173,0.228,0.246,0.252,0.534,0.595,0.697187831,-14.91032445,0.066674035
18BYD00300,2,3,20,11,KS120557M~10,Ashland,9/19/17,Untreated,15,0.65,3160,0.45,0.76,0.74,0.79,0.79,0.8,0.26,0.829900848,32.11681264,-0.1237417,0.1,0.168,0.221,0.24,0.258,0.573,0.676,0.744520629,-12.95684552,0.05819468
18BYD00301,2,4,1,16,KS120642M~11,Ashland,9/19/17,Treated,1,0.58,3580,0.46,0.74,0.74,0.78,0.81,0.7,0.2,0.802282793,27.88258591,-0.10856408,0.1,0.16,0.203,0.223,0.235,0.504,0.393,0.697187831,-14.91032445,0.066674035
18BYD00302,2,4,1,17,KS120428M~1,Ashland,9/19/17,Treated,2,0.65,3540,0.44,0.73,0.73,0.76,0.77,0.74,0.27,0.765713671,37.28447808,-0.141917997,0.126,0.204,0.245,0.261,0.268,0.564,0.651,0.731830569,-11.06902811,0.050034114
18BYD00303,2,4,1,18,KS120126M~6,Ashland,9/19/17,Treated,1,0.67,4540,0.48,0.77,0.8,0.84,0.85,0.79,0.24,0.847535573,32.95242687,-0.126896505,0.166,0.211,0.27,0.303,0.313,0.663,0.674,0.737067156,-12.66547592,0.058703606
18BYD00304,2,4,1,19,Art,Ashland,9/19/17,Treated,5,0.68,4310,0.46,0.75,0.78,0.82,0.83,0.73,0.28,0.836453411,24.28909556,-0.093544836,0.133,0.187,0.23,0.258,0.278,0.617,0.686,0.7546656,-13.11111566,0.059538362
18BYD00305,2,4,1,20,KS120580M~6,Ashland,9/19/17,Treated,2,0.7,4160,0.39,0.7,0.72,0.78,0.78,0.75,0.3,0.781286451,34.33258379,-0.13035681,0.065,0.139,0.184,0.218,0.235,0.644,0.711,0.751486414,-17.4889734,0.078834768
18BYD00306,2,4,2,20,KS120741M~1,Ashland,9/19/17,Treated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18BYD00307,2,4,2,19,KS120494M~9,Ashland,9/19/17,Treated,0,0.68,4150,0.49,0.8,0.81,0.84,0.85,0.75,0.22,0.852520241,28.0409904,-0.108979841,0.119,0.169,0.212,0.236,0.249,0.558,0.637,0.704279304,-12.73573115,0.057528303
18BYD00308,2,4,2,18,Everest,Ashland,9/19/17,Treated,0,0.63,3490,0.52,0.81,0.79,0.81,0.83,0.73,0.2,0.826126748,29.15863185,-0.113486179,0.165,0.211,0.261,0.272,0.286,0.492,0.582,0.697187831,-14.91032445,0.066674035
18BYD00309,2,4,2,17,KS120414M~1,Ashland,9/19/17,Treated,2,0.62,3440,0.51,0.79,0.77,0.78,0.79,0.74,0.27,0.787334493,31.82482399,-0.121630076,0.16,0.204,0.245,0.248,0.257,0.469,0.624,0.697187831,-14.91032445,0.066674035
18BYD00310,2,4,2,16,KS120794M~7,Ashland,9/19/17,Treated,1,0.6,4450,0.49,0.78,0.78,0.82,0.85,0.74,0.27,0.84479988,25.23970741,-0.097365625,0.113,0.166,0.212,0.223,0.246,0.518,0.586,0.64879088,-12.41366352,0.056346383
18BYD00311,2,4,3,16,KS120494M~11,Ashland,9/19/17,Treated,0,0.65,4420,0.53,0.82,0.81,0.84,0.86,0.82,0.2,0.850495902,41.53017868,-0.159961456,0.132,0.172,0.212,0.236,0.259,0.577,0.582,0.634720197,-14.08123914,0.064975502
18BYD00312,2,4,3,17,Art,Ashland,9/19/17,Treated,5,0.7,4570,0.54,0.84,0.84,0.87,0.88,0.79,0.25,0.881361232,28.52730656,-0.110314973,0.149,0.198,0.261,0.281,0.295,0.609,0.706,0.792416451,-11.46219762,0.05184421
18BYD00313,2,4,3,18,KS120494M~7,Ashland,9/19/17,Treated,0,0.7,5150,0.52,0.83,0.83,0.87,0.88,0.83,0.17,0.876006287,39.76748974,-0.154275057,0.134,0.185,0.236,0.259,0.278,0.675,0.654,0.71474735,-15.23775077,0.070314977
18BYD00314,2,4,3,19,KS120414M~8,Ashland,9/19/17,Treated,2,0.7,3960,0.47,0.79,0.77,0.82,0.81,0.78,0.2,0.81599165,38.8978125,-0.149897572,0.143,0.208,0.257,0.268,0.277,0.598,0.657,0.734236882,-11.65425134,0.053192798
18BYD00315,2,4,3,20,KS120554M~7,Ashland,9/19/17,Treated,0,0.7,4700,0.49,0.82,0.81,0.86,0.85,0.77,0.24,0.861818416,28.37680817,-0.109844908,0.1,0.161,0.212,0.225,0.25,0.621,0.698,0.755620867,-14.81698688,0.066760353
18BYD00316,2,4,4,20,KS120300M~3,Ashland,9/19/17,Treated,2,0.68,3950,0.53,0.81,0.82,0.84,0.83,0.74,0.21,0.842739113,28.2169467,-0.10981125,0.161,0.209,0.244,0.256,0.271,0.541,0.624,0.720747566,-9.847024343,0.044428603
18BYD00317,2,4,4,19,Everest,Ashland,9/19/17,Treated,0,0.63,3800,0.52,0.82,0.8,0.83,0.84,0.74,0.2,0.84183403,28.91263196,-0.112656258,0.158,0.205,0.249,0.264,0.278,0.504,0.586,0.718588975,-8.484267094,0.037963236
18BYD00318,2,4,4,18,KS120494M~6,Ashland,9/19/17,Treated,1,0.6,3780,0.5,0.8,0.79,0.83,0.83,0.72,0.29,0.84749614,22.1153719,-0.085278115,0.166,0.217,0.263,0.271,0.29,0.562,0.639,0.752793493,-9.438241077,0.042584829
18BYD00319,2,4,4,17,KS120269M~5,Ashland,9/19/17,Treated,2,0.71,4290,0.51,0.81,0.8,0.81,0.83,0.75,0.24,0.824427028,29.71793154,-0.11463843,0.167,0.212,0.259,0.288,0.301,0.587,0.668,0.756536597,-10.61032425,0.048317632
18BYD00320,2,4,4,16,KS120494M~1,Ashland,9/19/17,Treated,0,0.7,4390,0.5,0.8,0.81,0.85,0.87,0.77,0.22,0.866154653,29.11778346,-0.113093631,0.133,0.17,0.23,0.239,0.258,0.588,0.54,0.599249873,-14.61719904,0.068224397
18BYD00321,2,4,5,16,KS120435M~1,Ashland,9/19/17,Treated,1,0.62,3610,0.44,0.76,0.78,0.82,0.83,0.76,0.27,0.829562303,29.07536008,-0.111626749,0.099,0.165,0.218,0.233,0.238,0.511,0.606,0.679819697,-11.75914153,0.052843591
18BYD00322,2,4,5,17,KS120332M~2,Ashland,9/19/17,Treated,2,0.7,4360,0.51,0.8,0.81,0.84,0.85,0.77,0.23,0.849696841,30.13511461,-0.116578969,0.15,0.216,0.267,0.278,0.292,0.591,0.711,0.697187831,-14.91032445,0.066674035
18BYD00323,2,4,5,18,KS120435M~3,Ashland,9/19/17,Treated,0,0.64,4110,0.44,0.76,0.78,0.84,0.84,0.75,0.27,0.84934509,25.80915254,-0.099523443,0.103,0.177,0.229,0.242,0.255,0.532,0.655,0.74373255,-11.43634323,0.050990329
18BYD00324,2,4,5,19,Art,Ashland,9/19/17,Treated,5,0.69,4380,0.51,0.81,0.82,0.86,0.86,0.74,0.25,0.875288034,24.05241485,-0.093518692,0.14,0.189,0.245,0.261,0.283,0.5,0.719,1.094743137,-7.989095229,0.032437502
18BYD00325,2,4,5,20,KS120905M~6,Ashland,9/19/17,Treated,2,0.74,4650,0.45,0.79,0.81,0.85,0.84,0.79,0.22,0.847502659,33.89962854,-0.130889931,0.13,0.209,0.269,0.283,0.306,0.563,0.728,0.869507784,-9.733522204,0.04283492
18BYD00326,2,4,6,20,KS120592M~4,Ashland,9/19/17,Treated,5,0.74,4890,0.48,0.8,0.82,0.84,0.83,0.8,0.22,0.836055274,38.3083809,-0.14733341,0.119,0.205,0.253,0.272,0.284,0.591,0.212,0.379795892,-19.2644901,0.097041589
18BYD00327,2,4,6,19,KS120592M~1,Ashland,9/19/17,Treated,2,0.76,4060,0.49,0.78,0.79,0.83,0.82,0.73,0.22,0.833507891,27.35502804,-0.106293284,0.105,0.174,0.216,0.25,0.268,0.633,0.729,0.791120489,-14.02345944,0.063113999
18BYD00328,2,4,6,18,Everest,Ashland,9/19/17,Treated,0,0.66,3600,0.55,0.84,0.84,0.86,0.87,0.75,0.19,0.874072895,28.14026123,-0.110195273,0.166,0.208,0.266,0.275,0.289,0.524,0.625,0.785256626,-8.22758735,0.03642466
18BYD00329,2,4,6,17,KS120487M~9,Ashland,9/19/17,Treated,2,0.67,4070,0.54,0.84,0.83,0.85,0.86,0.76,0.23,0.862747536,27.77047346,-0.107801444,0.14,0.21,0.274,0.289,0.297,0.57,0.642,0.703377566,-11.24114134,0.051800996
18BYD00330,2,4,6,16,KS120380M~1,Ashland,9/19/17,Treated,2,0.71,5770,0.6,0.86,0.86,0.88,0.89,0.82,0.21,0.887737166,33.81712872,-0.131044939,0.16,0.197,0.259,0.27,0.287,0.608,0.676,0.76090937,-11.46969246,0.052146713
18BYD00331,2,4,7,16,KS120559M~1,Ashland,9/19/17,Treated,2,0.66,3860,0.55,0.84,0.82,0.83,0.83,0.79,0.2,0.831150441,37.98796944,-0.146581284,0.17,0.2,0.246,0.261,0.268,0.548,0.58,0.697187831,-14.91032445,0.066674035
18BYD00332,2,4,7,17,KS120435M~4,Ashland,9/19/17,Treated,2,0.65,2780,0.47,0.81,0.8,0.83,0.84,0.71,0.24,0.851890169,23.41468709,-0.091204841,0.108,0.178,0.218,0.241,0.249,0.537,0.62,0.684731917,-12.19342,0.055194796
18BYD00333,2,4,7,18,KS120069M~2,Ashland,9/19/17,Treated,0,0.68,4600,0.55,0.83,0.83,0.85,0.86,0.79,0.22,0.858149777,32.49728148,-0.125702098,0.155,0.192,0.252,0.272,0.286,0.609,0.19,0.379465567,-18.37785414,0.093044979
18BYD00334,2,4,7,19,Art,Ashland,9/19/17,Treated,5,0.7,5150,0.55,0.85,0.86,0.88,0.88,0.81,0.24,0.884020536,31.24851438,-0.120732756,0.137,0.179,0.239,0.258,0.28,0.613,0.266,0.421861429,-17.80069775,0.088017141
18BYD00335,2,4,7,20,KS120487M~3,Ashland,9/19/17,Treated,2,0.69,4400,0.51,0.83,0.84,0.88,0.86,0.83,0.21,0.871257352,38.34555867,-0.147911707,0.137,0.21,0.267,0.278,0.291,0.585,0.142,0.359126726,-2.222373133,0.015960387
18BYD00336,2,4,8,20,KS120843M~3,Ashland,9/19/17,Treated,1,0.72,5250,0.59,0.83,0.83,0.86,0.85,0.85,0.18,0.85503104,60.14649501,-0.23021833,0.183,0.218,0.276,0.278,0.294,0.656,0.171,0.407382544,-2.849003924,0.018011245
18BYD00337,2,4,8,19,Everest,Ashland,9/19/17,Treated,0,0.69,4310,0.56,0.83,0.84,0.87,0.87,0.8,0.18,0.872885567,34.35482711,-0.13371825,0.143,0.188,0.243,0.265,0.271,0.556,0.603,0.659483947,-11.98684,0.055275415
