plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,ptht,yield,ndvi_032817,ndvi_041317,ndvi_050117,ndvi_050917,ndvi_052117,ndvi_052317,ndvi_053017,ndvi_060517,ndvi_061317,ndvi_phi1,ndvi_phi2,ndvi_phi3,pthtd_032817,pthtd_041317,pthtd_050117,pthtd_050917,pthtd_052117,pthtd_052317,pthtd_053017,pthtd_060517,pthtd_061317,pthtd_phi1,pthtd_phi2,pthtd_phi3
17BYD00082,1,2,21,2,Art,Rocky,9/12/16,Treated,15,1,5860,0.9,0.93,0.9,0.91,0.84,0.86,0.77,0.6,0.37,0.912562942,38.13833973,-0.140665129,0.392,0.667,0.768,0.981,0.748,0.666,0.748,0.757,0.821,0.80884795,-21.16126319,0.105753542
17BYD00083,1,2,21,3,KS12DH0214-65,Rocky,9/12/16,Treated,5,0.9,6680,0.93,0.93,0.91,0.9,0.85,0.87,0.77,0.58,0.39,0.925087232,35.38880494,-0.13052257,0.403,0.646,0.846,0.868,0.856,0.754,0.881,0.876,0.878,0.877498467,-18.22379691,0.090492483
17BYD00084,1,2,21,4,T158,Rocky,9/12/16,Treated,10,1.05,5080,0.9,0.92,0.89,0.9,0.83,0.85,0.74,0.52,0.35,0.910578559,36.17533606,-0.134133532,0.422,0.648,0.702,0.941,0.73,0.643,0.688,0.651,0.841,0.773521852,-20.50492051,0.103741928
17BYD00085,1,2,22,4,KS12DH0023-118,Rocky,9/12/16,Treated,10,0.97,6190,0.87,0.91,0.9,0.91,0.87,0.89,0.81,0.73,0.45,0.897029464,47.70137948,-0.174035058,0.369,0.613,0.814,0.968,0.942,0.928,0.981,0.988,0.993,1.008029735,-14.43905764,0.069551138
17BYD00086,1,2,22,3,Everest,Rocky,9/12/16,Treated,5,0.99,7380,0.89,0.93,0.91,0.9,0.85,0.86,0.77,0.58,0.36,0.912032307,38.96882663,-0.143955458,0.382,0.623,0.764,0.919,0.739,0.675,0.817,0.877,0.839,0.840578193,-18.0761685,0.089729286
17BYD00087,1,2,22,2,KS090024K-7,Rocky,9/12/16,Treated,5,0.95,6070,0.86,0.91,0.9,0.91,0.83,0.84,0.75,0.66,0.39,0.892455544,38.69193212,-0.141994863,0.361,0.581,0.737,0.963,0.64,0.609,0.709,0.805,0.819,0.790026582,-18.99697863,0.093943583
17BYD00088,1,2,22,1,WB-CEDAR,Rocky,9/12/16,Treated,5,0.94,8180,0.91,0.93,0.91,0.91,0.87,0.87,0.79,0.68,0.42,0.91560882,39.62950647,-0.145179995,0.437,0.672,0.852,0.932,0.912,0.822,0.903,0.891,0.883,0.910332565,-16.3909575,0.081822684
17BYD00089,1,2,23,1,KS12DH0296-159,Rocky,9/12/16,Treated,5,0.91,6320,0.89,0.92,0.9,0.88,0.85,0.85,0.76,0.6,0.39,0.903578947,36.76400728,-0.135305154,0.434,0.662,0.767,0.901,0.845,0.769,0.88,0.889,0.862,0.879995494,-14.57270975,0.07321491
17BYD00090,1,2,23,2,KS12DH0296-43,Rocky,9/12/16,Treated,5,0.94,5220,0.89,0.92,0.88,0.89,0.83,0.84,0.74,0.58,0.36,0.899643336,36.68972668,-0.135464393,0.404,0.622,0.796,0.876,0.787,0.732,0.833,0.851,0.825,0.841271642,-16.77041876,0.083732009
17BYD00091,1,2,23,3,KS12DH0090-36,Rocky,9/12/16,Treated,5,1.02,6970,0.87,0.92,0.9,0.89,0.89,0.9,0.82,0.71,0.42,0.899761285,50.45371877,-0.184652386,0.393,0.627,0.82,0.913,0.833,0.901,0.916,0.938,0.945,0.940415536,-14.45699955,0.070859858
17BYD00092,1,2,23,4,KS090616K-1,Rocky,9/12/16,Treated,5,1.01,6990,0.9,0.92,0.91,0.92,0.87,0.89,0.83,0.69,0.36,0.909061201,52.80867656,-0.194251726,0.384,0.587,0.769,0.922,0.58,0.613,0.616,0.729,0.857,0.765549328,-19.71645166,0.098519952
17BYD00093,1,2,24,4,Art,Rocky,9/12/16,Treated,30,1,6360,0.87,0.91,0.9,0.91,0.85,0.88,0.77,0.6,0.36,0.901952271,42.07817661,-0.155233876,0.395,0.665,0.763,0.984,0.685,0.81,0.843,0.955,0.971,0.900225371,-15.62099218,0.077488405
17BYD00094,1,2,24,3,KS090373K-7,Rocky,9/12/16,Treated,5,1.03,7800,0.89,0.93,0.92,0.9,0.87,0.88,0.81,0.66,0.36,0.909244373,47.64053833,-0.17540813,0.387,0.651,0.865,0.981,0.915,0.879,0.949,0.977,0.953,0.973962183,-16.56204748,0.080940631
17BYD00095,1,2,24,2,KS090529K-18,Rocky,9/12/16,Treated,10,0.99,6190,0.88,0.91,0.89,0.9,0.83,0.84,0.74,0.5,0.34,0.902843983,37.28228975,-0.138400259,0.392,0.626,0.86,0.975,0.913,0.754,0.896,0.937,0.898,0.925382874,-17.83899818,0.087388053
17BYD00096,1,2,24,1,KS090529K-1,Rocky,9/12/16,Treated,10,0.97,5950,0.87,0.91,0.9,0.89,0.85,0.85,0.76,0.57,0.39,0.900163422,36.83407897,-0.135712285,0.404,0.638,0.752,0.961,0.832,0.707,0.801,0.849,0.848,0.860158985,-17.50877846,0.087143489
17BYD00097,1,2,25,1,KS090710K-1,Rocky,9/12/16,Treated,5,1,6510,0.89,0.9,0.9,0.91,0.87,0.87,0.8,0.68,0.43,0.901461361,42.25949871,-0.154590355,0.414,0.662,0.778,0.885,0.777,0.691,0.798,0.935,0.938,0.870314383,-16.68485903,0.083459887
17BYD00098,1,2,25,2,Everest,Rocky,9/12/16,Treated,0,0.96,5050,0.89,0.91,0.89,0.9,0.83,0.84,0.75,0.58,0.36,0.900806278,37.31658923,-0.137776965,0.4,0.66,0.894,0.957,0.837,0.774,0.858,0.892,0.864,0.899620871,-19.72577385,0.097559382
17BYD00099,1,2,25,3,KS12DH0229-51,Rocky,9/12/16,Treated,5,0.95,6420,0.9,0.91,0.9,0.9,0.86,0.87,0.78,0.6,0.38,0.908026778,39.93081287,-0.147121688,0.386,0.6,0.741,0.915,0.907,0.748,0.876,0.89,0.867,0.898179638,-15.12568554,0.074204229
17BYD00100,1,2,25,4,KS090438M-2,Rocky,9/12/16,Treated,10,1.04,5130,0.9,0.93,0.88,0.9,0.84,0.85,0.76,0.57,0.41,0.91116886,33.52269866,-0.123362085,0.393,0.669,0.699,0.972,0.588,0.496,0.535,0.508,0.712,0.923268294,-10.90929345,0.052533744
17BYD00101,1,2,26,4,KS090028K-19,Rocky,9/12/16,Treated,5,1.03,5580,0.87,0.91,0.88,0.91,0.88,0.89,0.82,0.73,0.5,0.895937493,44.35155148,-0.161052122,0.37,0.598,0.579,0.868,0.77,0.709,0.76,0.861,0.885,0.845383203,-13.06045938,0.064545212
17BYD00102,1,2,26,3,KS090373K-2,Rocky,9/12/16,Treated,5,1.04,8070,0.91,0.93,0.9,0.9,0.86,0.88,0.79,0.67,0.39,0.909869263,42.83356003,-0.157321405,0.404,0.67,0.803,1.022,0.849,0.725,0.881,0.953,0.767,0.890589183,-19.3608569,0.096269124
17BYD00103,1,2,26,2,KS090501K-12,Rocky,9/12/16,Treated,5,0.97,5410,0.88,0.9,0.89,0.9,0.85,0.86,0.77,0.62,0.39,0.896237881,39.86664207,-0.146558136,0.374,0.597,0.81,0.948,0.788,0.753,0.915,0.901,0.891,0.894672751,-17.03985422,0.083324735
17BYD00104,1,2,26,1,Art,Rocky,9/12/16,Treated,10,0.99,7400,0.89,0.92,0.88,0.9,0.87,0.88,0.8,0.65,0.38,0.900717213,45.65867348,-0.167856597,0.422,0.684,0.723,0.978,0.954,0.788,0.97,0.981,0.962,0.971013609,-13.22699563,0.065392787
17BYD00105,1,2,27,1,KS090049K-8,Rocky,9/12/16,Treated,5,0.96,7290,0.88,0.91,0.9,0.9,0.86,0.87,0.81,0.71,0.42,0.89440355,47.64780424,-0.174287655,0.414,0.656,0.768,0.976,0.745,0.663,0.72,0.857,0.913,0.840931851,-18.12410591,0.090747144
17BYD00106,1,2,27,2,KS090633K-11,Rocky,9/12/16,Treated,5,1.03,4690,0.89,0.91,0.89,0.91,0.85,0.85,0.75,0.63,0.39,0.90288191,37.42426236,-0.137591384,0.393,0.628,0.757,1.069,0.701,0.629,0.687,0.639,0.704,0.779808396,-22.68998138,0.113387264
17BYD00107,1,2,27,3,KS090616K-4,Rocky,9/12/16,Treated,10,1,5250,0.9,0.92,0.89,0.91,0.86,0.87,0.79,0.7,0.44,0.904223601,40.5684751,-0.148182575,0.397,0.631,0.651,0.92,0.692,0.558,0.568,0.612,0.69,0.923268294,-10.90929345,0.052533744
17BYD00108,1,2,27,4,HotRod,Rocky,9/12/16,Treated,5,1,6650,0.87,0.92,0.91,0.91,0.87,0.9,0.81,0.72,0.44,0.902891271,46.87704712,-0.171248891,0.371,0.612,0.731,0.949,0.901,0.836,0.873,0.926,0.9,0.924838931,-14.89392104,0.072744516
17BYD00109,1,2,28,4,KS12DH0156-4,Rocky,9/12/16,Treated,10,0.91,8230,0.89,0.93,0.91,0.91,0.9,0.92,0.85,0.78,0.48,0.911568969,55.51273141,-0.202198631,0.349,0.548,0.702,0.846,0.83,0.818,0.84,0.865,0.856,0.8778293,-14.00163817,0.067915234
17BYD00110,1,2,28,3,KS12DH0229-99,Rocky,9/12/16,Treated,5,0.95,8040,0.89,0.93,0.91,0.89,0.89,0.89,0.83,0.76,0.49,0.904743815,48.10835586,-0.174928983,0.369,0.603,0.729,0.9,0.815,0.829,0.864,0.905,0.892,0.898717052,-14.13785063,0.069137686
17BYD00111,1,2,28,2,SY-WOLF,Rocky,9/12/16,Treated,0,0.97,5120,0.87,0.91,0.9,0.91,0.88,0.89,0.83,0.76,0.48,0.896557168,51.47535847,-0.187321175,0.394,0.632,0.794,0.975,0.844,0.848,0.904,0.981,0.944,0.949426398,-14.97101888,0.073148712
17BYD00112,1,2,28,1,Everest,Rocky,9/12/16,Treated,5,0.98,6110,0.89,0.92,0.9,0.9,0.85,0.84,0.75,0.61,0.42,0.909189852,33.28604331,-0.122164986,0.401,0.655,0.735,0.915,0.7,0.659,0.8,0.829,0.812,0.815688808,-19.12340062,0.095893642
17BYD00113,1,2,29,1,KS090028K-26,Rocky,9/12/16,Treated,5,0.98,6410,0.88,0.91,0.91,0.91,0.88,0.89,0.83,0.75,0.49,0.902031714,47.27101167,-0.171870448,0.391,0.601,0.707,0.959,0.776,0.694,0.801,0.862,0.899,0.861138813,-15.18269345,0.075151729
17BYD00114,1,2,29,2,KS090391K-10,Rocky,9/12/16,Treated,5,1.03,5200,0.91,0.92,0.9,0.92,0.88,0.89,0.82,0.7,0.41,0.912066949,47.01583856,-0.172316278,0.429,0.691,0.854,0.992,0.808,0.801,0.892,1.002,0.979,0.940352955,-16.76135198,0.083093439
17BYD00115,1,2,29,3,KS090387K-9,Rocky,9/12/16,Treated,10,1.09,6120,0.89,0.92,0.91,0.9,0.88,0.89,0.81,0.72,0.45,0.905973792,44.89446192,-0.163869593,0.41,0.637,0.738,1.009,0.916,0.852,0.989,1.008,0.994,1.014767455,-12.65914485,0.061472774
17BYD00116,1,2,29,4,KS12DH0090-83,Rocky,9/12/16,Treated,15,1.03,6860,0.85,0.9,0.9,0.91,0.9,0.92,0.86,0.81,0.55,0.896275031,61.35175897,-0.222230509,0.352,0.536,0.723,0.906,0.858,0.852,0.898,0.984,0.987,0.994671216,-11.92105387,0.056579586
17BYD00117,1,2,30,4,KS12DH0296-48,Rocky,9/12/16,Treated,5,0.92,7440,0.87,0.91,0.9,0.9,0.83,0.84,0.74,0.6,0.37,0.897704069,36.88285903,-0.135944393,0.374,0.616,0.814,0.888,0.597,0.563,0.662,0.692,0.78,0.923268294,-10.90929345,0.052533744
17BYD00118,1,2,30,3,KS090410M-3,Rocky,9/12/16,Treated,10,1,6070,0.84,0.91,0.88,0.9,0.83,0.84,0.75,0.6,0.4,0.886483178,36.69447798,-0.134793081,0.404,0.653,0.724,0.897,0.598,0.605,0.631,0.574,0.752,0.923268294,-10.90929345,0.052533744
17BYD00119,1,2,30,2,Art,Rocky,9/12/16,Treated,20,1.03,5590,0.88,0.91,0.89,0.89,0.84,0.85,0.77,0.63,0.38,0.89347002,40.3790815,-0.148470918,0.406,0.694,0.648,0.89,0.715,0.637,0.703,0.755,0.831,0.772798551,-19.38541412,0.098094488
17BYD00120,1,2,30,1,KS12DH0214-95,Rocky,9/12/16,Treated,5,0.99,4820,0.91,0.93,0.9,0.9,0.83,0.83,0.74,0.6,0.4,0.916744976,31.66098657,-0.116506477,0.366,0.571,0.658,0.883,0.633,0.58,0.71,0.722,0.614,0.719417753,-19.98519788,0.100343634
17BYD00121,2,3,1,5,KS090036K-10,Rocky,9/12/16,Treated,0,1,5900,0.85,0.87,0.88,0.86,0.82,0.82,0.66,0.42,0.35,0.881429491,34.13426765,-0.127175464,0.408,0.658,0.836,0.881,0.848,0.735,0.875,0.944,0.937,0.905020882,-15.99927857,0.079399694
17BYD00122,2,3,1,6,KS090633K-7,Rocky,9/12/16,Treated,5,1.04,4950,0.82,0.86,0.86,0.86,0.83,0.87,0.75,0.57,0.36,0.860464328,43.9250888,-0.161845069,0.326,0.522,0.735,0.887,0.798,0.798,0.893,1.024,1.047,1.026881024,-11.12972943,0.052247408
17BYD00123,2,3,1,7,KS12DH0298-57,Rocky,9/12/16,Treated,5,1.1,4160,0.84,0.86,0.85,0.85,0.83,0.87,0.77,0.7,0.44,0.853245326,48.43002326,-0.176518578,0.325,0.487,0.683,0.848,0.895,0.925,0.96,1.042,1.026,1.112052077,-10.95203795,0.050088081
17BYD00124,2,3,1,8,KS090391K-2,Rocky,9/12/16,Treated,5,0.9,6190,0.85,0.88,0.85,0.86,0.8,0.86,0.72,0.53,0.38,0.870342314,36.2781822,-0.133781064,0.335,0.476,0.631,0.819,0.803,0.811,0.843,0.849,0.878,0.908656962,-11.51426155,0.054486822
17BYD00125,2,3,2,8,KS090616K-4,Rocky,9/12/16,Treated,5,1.03,5490,0.81,0.85,0.85,0.86,0.78,0.83,0.69,0.45,0.34,0.853365073,37.15059603,-0.137898628,0.341,0.54,0.714,0.911,0.718,0.727,0.8,1.013,0.982,0.952040544,-11.16966258,0.053175539
17BYD00126,2,3,2,7,Art,Rocky,9/12/16,Treated,5,0.94,5510,0.81,0.84,0.85,0.83,0.76,0.81,0.64,0.35,0.35,0.849496839,33.72482365,-0.12590741,0.335,0.568,0.713,0.889,0.806,0.763,0.939,0.979,0.976,0.975773798,-11.67092515,0.055653057
17BYD00127,2,3,2,6,T158,Rocky,9/12/16,Treated,5,1,6020,0.81,0.83,0.85,0.84,0.76,0.83,0.63,0.34,0.35,0.850242976,34.59022404,-0.129251816,0.365,0.56,0.614,0.86,0.921,0.829,0.962,0.961,0.961,1.023171799,-10.25550711,0.048603141
17BYD00128,2,3,2,5,KS12DH0230-30,Rocky,9/12/16,Treated,5,1.01,6400,0.87,0.88,0.89,0.88,0.81,0.85,0.64,0.43,0.38,0.898373803,31.36739994,-0.11674293,0.411,0.652,0.791,0.88,0.867,0.817,0.907,0.991,0.968,0.952587916,-13.01309158,0.064005909
17BYD00129,2,3,3,5,KS12DH0296-43,Rocky,9/12/16,Treated,0,0.9,5510,0.88,0.9,0.88,0.87,0.79,0.84,0.65,0.39,0.32,0.898139782,34.58030007,-0.129514429,0.379,0.591,0.799,0.841,0.844,0.832,0.894,0.882,0.869,0.892656067,-14.78051048,0.072443748
17BYD00130,2,3,3,6,KS090049K-14,Rocky,9/12/16,Treated,0,1.03,7460,0.83,0.88,0.87,0.87,0.8,0.86,0.71,0.43,0.34,0.875786908,38.11711807,-0.141796338,0.356,0.564,0.739,0.94,0.943,0.885,0.958,0.97,0.967,0.998279354,-13.2206386,0.063172321
17BYD00131,2,3,3,7,Everest,Rocky,9/12/16,Treated,0,0.89,4980,0.85,0.87,0.86,0.85,0.78,0.81,0.63,0.35,0.31,0.873495253,35.50760476,-0.13322748,0.355,0.569,0.757,0.802,0.811,0.841,0.891,0.932,0.906,0.924214585,-12.51389705,0.060700155
17BYD00132,2,3,3,8,KS090028K-19,Rocky,9/12/16,Treated,0,1.01,6340,0.83,0.88,0.87,0.88,0.83,0.86,0.71,0.45,0.33,0.879088399,39.87691457,-0.148333151,0.34,0.523,0.728,0.946,0.936,0.868,0.964,0.975,0.953,1.002908762,-13.2886158,0.06274345
17BYD00133,2,3,4,8,KS12DH0214-65,Rocky,9/12/16,Treated,6,0.94,6440,0.87,0.9,0.89,0.88,0.82,0.85,0.64,0.4,0.35,0.903650565,33.58442759,-0.125537186,0.391,0.605,0.783,0.82,0.821,0.791,0.876,0.9,0.886,0.881998101,-14.23951619,0.070440828
17BYD00134,2,3,4,7,KS12DH0296-159,Rocky,9/12/16,Treated,0,0.87,6150,0.85,0.88,0.87,0.86,0.78,0.81,0.62,0.36,0.35,0.883671433,31.79688976,-0.11905157,0.362,0.57,0.686,0.849,0.781,0.802,0.867,0.885,0.893,0.89093274,-12.50317079,0.06109118
17BYD00135,2,3,4,6,KS090710K-1,Rocky,9/12/16,Treated,5,0.98,6270,0.86,0.88,0.88,0.88,0.81,0.85,0.68,0.39,0.36,0.891853628,34.6365693,-0.129189237,0.352,0.572,0.734,0.79,0.752,0.769,0.934,0.959,0.967,0.96407348,-10.57903972,0.05091402
17BYD00136,2,3,4,5,Art,Rocky,9/12/16,Treated,5,1.03,6670,0.85,0.89,0.89,0.88,0.81,0.86,0.68,0.4,0.33,0.892498327,37.10424972,-0.13861063,0.377,0.637,0.744,0.981,0.919,0.817,0.959,1.032,1.011,1.006438187,-12.93159594,0.062479266
17BYD00137,2,3,5,5,KS12DH0090-36,Rocky,9/12/16,Treated,5,0.98,4980,0.82,0.86,0.86,0.86,0.82,0.85,0.71,0.55,0.39,0.860979754,36.98808012,-0.136099306,0.338,0.58,0.765,0.891,0.839,0.825,0.926,0.966,0.98,0.961198013,-13.36359177,0.064024263
17BYD00138,2,3,5,6,KS090387K-9,Rocky,9/12/16,Treated,10,1.04,6520,0.85,0.89,0.89,0.88,0.82,0.87,0.72,0.49,0.34,0.888555551,38.68684366,-0.143587567,0.357,0.565,0.76,0.931,0.873,0.89,0.987,1.005,0.999,1.023958228,-12.32457199,0.058438015
17BYD00139,2,3,5,7,KS090024K-7,Rocky,9/12/16,Treated,5,0.96,6470,0.83,0.85,0.84,0.84,0.77,0.82,0.67,0.49,0.35,0.850259013,34.65331235,-0.128269909,0.338,0.532,0.696,0.905,0.89,0.807,0.864,0.957,0.943,0.964671754,-12.06493017,0.057313361
17BYD00140,2,3,5,8,KS090028K-26,Rocky,9/12/16,Treated,5,1.04,6890,0.83,0.88,0.88,0.88,0.83,0.86,0.71,0.47,0.33,0.880322865,39.786349,-0.147863931,0.343,0.541,0.672,0.957,0.925,0.871,0.998,0.99,0.962,1.025102971,-12.5341062,0.058995928
17BYD00141,2,3,6,8,Everest,Rocky,9/12/16,Treated,5,0.97,6100,0.86,0.88,0.87,0.88,0.8,0.83,0.66,0.39,0.31,0.886048799,36.80204345,-0.137767127,0.343,0.572,0.684,0.852,0.788,0.796,0.946,0.96,0.927,0.951499132,-11.57029499,0.055636223
17BYD00142,2,3,6,7,SY-WOLF,Rocky,9/12/16,Treated,5,1.09,6660,0.85,0.87,0.87,0.86,0.82,0.86,0.73,0.5,0.35,0.874200602,39.27507393,-0.145419976,0.346,0.581,0.759,0.937,0.857,0.895,1.001,1.047,1.038,1.049851753,-11.89967325,0.056421173
17BYD00143,2,3,6,6,KS12DH0296-47,Rocky,9/12/16,Treated,0,1.05,6230,0.89,0.89,0.89,0.88,0.78,0.82,0.64,0.36,0.33,0.904192357,32.76819542,-0.122975636,0.405,0.654,0.793,0.881,0.904,0.862,1.028,1.026,0.98,1.010918536,-12.24946514,0.059849317
17BYD00144,2,3,6,5,KS090485K-11,Rocky,9/12/16,Treated,5,1,5760,0.87,0.89,0.89,0.87,0.8,0.82,0.63,0.36,0.35,0.899275638,32.28796065,-0.120990319,0.408,0.675,0.731,0.834,0.932,0.872,0.975,0.979,0.953,0.980588509,-12.11145352,0.059623159
17BYD00145,2,3,7,5,KS12DH0296-156,Rocky,9/12/16,Treated,0,0.89,6980,0.89,0.9,0.88,0.87,0.81,0.83,0.68,0.5,0.31,0.894335517,35.92098464,-0.13371219,0.393,0.637,0.784,0.846,0.839,0.809,0.908,0.904,0.859,0.887727285,-14.82088716,0.07331656
17BYD00146,2,3,7,6,KS090501K-12,Rocky,9/12/16,Treated,5,1,7120,0.88,0.91,0.9,0.9,0.85,0.87,0.75,0.51,0.35,0.907885901,38.78248043,-0.143819066,0.34,0.568,0.792,0.934,0.952,0.868,1.006,0.995,0.982,1.005957,-14.292189,0.068086466
17BYD00147,2,3,7,7,KS090373K-2,Rocky,9/12/16,Treated,0,1.08,7080,0.89,0.91,0.89,0.89,0.85,0.86,0.75,0.52,0.35,0.904880384,38.53084953,-0.142788906,0.385,0.649,0.843,0.982,0.977,0.909,1.017,1.031,1.003,1.023585482,-14.71611207,0.07152133
17BYD00148,2,3,7,8,WB-CEDAR,Rocky,9/12/16,Treated,5,0.96,6580,0.87,0.9,0.89,0.9,0.83,0.86,0.72,0.5,0.37,0.901383361,35.37900219,-0.131076712,0.38,0.604,0.8,0.894,0.867,0.851,0.936,0.948,0.947,0.950148851,-13.3707789,0.065116179
17BYD00149,2,3,8,8,Art,Rocky,9/12/16,Treated,5,1.06,7410,0.86,0.9,0.9,0.91,0.86,0.88,0.78,0.54,0.36,0.902221606,41.62281406,-0.153913904,0.373,0.627,0.775,0.97,0.9,0.826,0.96,0.984,0.966,0.972529055,-14.35542597,0.069594642
17BYD00150,2,3,8,7,KS090410M-3,Rocky,9/12/16,Treated,5,1,6340,0.83,0.9,0.9,0.91,0.85,0.86,0.77,0.57,0.38,0.891848663,40.08387884,-0.147731882,0.356,0.605,0.798,0.903,0.712,0.604,0.726,0.719,0.895,0.806917349,-20.25768543,0.100076389
17BYD00151,2,3,8,6,KS090529K-1,Rocky,9/12/16,Treated,5,0.99,6300,0.86,0.91,0.9,0.9,0.85,0.87,0.78,0.57,0.38,0.899667246,39.94502747,-0.147272726,0.358,0.561,0.751,0.92,0.93,0.839,0.955,0.966,0.94,0.974526872,-13.67546719,0.06549878
17BYD00152,2,3,8,5,KS090028K-25,Rocky,9/12/16,Treated,5,1.13,7050,0.9,0.92,0.91,0.91,0.85,0.86,0.77,0.56,0.36,0.915565212,38.29331259,-0.141613089,0.417,0.637,0.863,1.024,0.794,0.691,0.808,0.831,0.945,0.890621362,-18.06684179,0.089398632
17BYD00153,2,3,9,5,KS12DH0229-99,Rocky,9/12/16,Treated,10,0.96,8740,0.87,0.92,0.91,0.91,0.89,0.9,0.83,0.74,0.43,0.903367489,53.34078766,-0.195008248,0.368,0.581,0.77,0.87,0.763,0.827,0.89,0.955,0.954,0.940361861,-12.10729155,0.058538479
17BYD00154,2,3,9,6,Everest,Rocky,9/12/16,Treated,5,0.98,7230,0.89,0.93,0.92,0.92,0.86,0.88,0.79,0.63,0.39,0.91745105,40.13854511,-0.147684171,0.371,0.609,0.82,0.93,0.865,0.7,0.914,0.916,0.889,0.900276465,-17.14713705,0.083672018
17BYD00155,2,3,9,7,KS090633K-11,Rocky,9/12/16,Treated,5,1.07,5240,0.9,0.92,0.89,0.91,0.86,0.85,0.78,0.66,0.45,0.908358542,35.15377797,-0.128391649,0.376,0.623,0.802,1.015,0.769,0.676,0.751,0.791,0.836,0.842042124,-20.45417212,0.100962311
17BYD00156,2,3,9,8,KS12DH0156-4,Rocky,9/12/16,Treated,10,0.9,7160,0.89,0.93,0.92,0.92,0.89,0.9,0.83,0.75,0.47,0.914084884,47.37518937,-0.1726564,0.356,0.55,0.737,0.819,0.796,0.799,0.863,0.887,0.878,0.888077652,-12.64556654,0.061324003
17BYD00157,2,3,10,8,KS12DH0229-51,Rocky,9/12/16,Treated,5,0.99,5700,0.9,0.93,0.92,0.93,0.86,0.87,0.79,0.61,0.42,0.924820783,35.83942261,-0.131678323,0.345,0.558,0.72,0.851,0.663,0.599,0.803,0.849,0.83,0.803632995,-15.9248208,0.078246566
17BYD00158,2,3,10,7,KS12DH0296-48,Rocky,9/12/16,Treated,0,0.96,7690,0.9,0.93,0.92,0.92,0.86,0.87,0.76,0.55,0.37,0.925610987,36.81632721,-0.136225059,0.342,0.611,0.748,0.874,0.763,0.619,0.85,0.858,0.817,0.82427227,-18.59859979,0.091571773
17BYD00159,2,3,10,6,Art,Rocky,9/12/16,Treated,10,0.98,7430,0.88,0.92,0.9,0.92,0.87,0.9,0.82,0.66,0.38,0.907613539,48.04732636,-0.176644706,0.358,0.635,0.759,0.971,0.92,0.821,0.952,0.986,0.99,0.979680315,-14.35117838,0.069316377
17BYD00160,2,3,10,5,KS12DH0013-37,Rocky,9/12/16,Treated,10,1.05,5110,0.85,0.93,0.92,0.92,0.89,0.9,0.84,0.77,0.49,0.904566731,51.95046496,-0.188969321,0.38,0.586,0.741,0.907,0.766,0.777,0.833,0.935,0.973,0.916386107,-13.32171982,0.064792055
17BYD00161,2,3,11,5,KS090373K-7,Rocky,9/12/16,Treated,0,1.03,7270,0.88,0.93,0.92,0.92,0.87,0.88,0.81,0.71,0.42,0.909483823,45.40358858,-0.166196867,0.393,0.662,0.849,0.97,0.831,0.714,0.77,0.868,0.965,0.889112007,-18.92951786,0.093424821
17BYD00162,2,3,11,6,LCSPistol,Rocky,9/12/16,Treated,5,0.99,5420,0.89,0.93,0.92,0.93,0.84,0.87,0.79,0.66,0.44,0.917693811,35.76159737,-0.130827598,0.404,0.607,0.74,0.939,0.553,0.466,0.541,0.536,0.648,0.923268294,-10.90929345,0.052533744
17BYD00163,2,3,11,7,KS090049K-8,Rocky,9/12/16,Treated,5,1.04,7090,0.89,0.93,0.91,0.92,0.86,0.87,0.8,0.69,0.47,0.913365509,36.69987772,-0.133725933,0.356,0.603,0.728,0.938,0.726,0.64,0.686,0.691,0.869,0.790558019,-19.83638198,0.098255469
17BYD00164,2,3,11,8,Everest,Rocky,9/12/16,Treated,5,0.96,5900,0.9,0.93,0.9,0.92,0.86,0.87,0.79,0.68,0.42,0.911883691,39.92615678,-0.146235248,0.331,0.603,0.733,0.86,0.709,0.661,0.752,0.719,0.873,0.799929071,-20.51416987,0.100734855
17BYD00165,2,3,12,8,KS090438M-2,Rocky,9/12/16,Treated,5,1.01,6830,0.86,0.91,0.91,0.91,0.85,0.85,0.73,0.48,0.4,0.911097424,33.46625065,-0.123889346,0.373,0.628,0.714,0.938,0.77,0.708,0.787,0.7,0.954,0.841587242,-18.39619337,0.090720271
17BYD00166,2,3,12,7,KS090391K-10,Rocky,9/12/16,Treated,5,1.04,7160,0.89,0.92,0.91,0.91,0.87,0.89,0.77,0.52,0.38,0.920212502,38.05078767,-0.140805019,0.358,0.625,0.773,0.916,0.858,0.9,0.994,1.058,1.054,1.058042542,-11.28670944,0.053769365
17BYD00167,2,3,12,6,KS090028K-4,Rocky,9/12/16,Treated,5,1.03,6940,0.9,0.93,0.92,0.92,0.84,0.87,0.79,0.58,0.37,0.920242175,38.59388799,-0.142502653,0.398,0.588,0.795,0.998,0.698,0.624,0.665,0.485,0.634,0.742533744,-21.57303014,0.108158237
17BYD00168,2,3,12,5,KS12DH0214-95,Rocky,9/12/16,Treated,0,1.01,7040,0.89,0.92,0.91,0.89,0.81,0.84,0.73,0.54,0.32,0.90610713,37.14496447,-0.137879456,0.346,0.549,0.708,0.875,0.73,0.635,0.843,0.886,0.851,0.84578255,-14.1028129,0.06853691
17BYD00169,2,3,13,5,WB4458,Rocky,9/12/16,Treated,5,1.04,6780,0.84,0.91,0.91,0.9,0.88,0.89,0.82,0.7,0.43,0.894186164,48.82751707,-0.178538054,0.352,0.571,0.757,0.97,0.855,0.882,0.985,1.015,0.983,1.01062382,-13.10155573,0.062328618
