plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,ptht,yield,ndvi_032020,ndvi_041120,ndvi_042320,ndvi_050320,ndvi_051920,ndvi_060520,ndvi_061120,ndvi_phi1,ndvi_phi2,ndvi_phi3,pthtd_032020,pthtd_041120,pthtd_042320,pthtd_050320,pthtd_051920,pthtd_060520,pthtd_061120,pthtd_phi1,pthtd_phi2,pthtd_phi3
20BYD00027,1,1,2,8,KS120177K-28,20ASH,9/17/19,Untreated,0,0.78,4400,0.82,0.85,0.87,0.84,0.84,0.61,0.36,0.845840778,55.79612114,-0.209320302,0.19,0.42,0.47,0.59,0.62,0.68,0.7,0.710173264,-10.6944939,0.052756599
20BYD00028,1,1,2,7,KS18EVACM-12,20ASH,9/17/19,Untreated,1,0.73,4200,0.84,0.87,0.87,0.86,0.82,0.64,0.4,0.85486608,52.08874137,-0.194782957,0.13,0.36,0.38,0.49,0.55,0.48,0.51,0.517051547,-15.28614032,0.076923353
20BYD00029,1,1,2,6,KS120522M-6,20ASH,9/17/19,Untreated,1,0.79,5200,0.86,0.88,0.88,0.87,0.85,0.66,0.41,0.869972349,55.29560036,-0.206734735,0.22,0.43,0.47,0.58,0.57,0.54,0.54,0.559880586,-14.69569884,0.076924278
20BYD00030,1,1,2,5,AM Eastwood,20ASH,9/17/19,Untreated,1,0.8,4800,0.8,0.86,0.89,0.87,0.87,0.68,0.41,0.858571652,64.31318373,-0.240323586,0.1,0.37,0.39,0.56,0.59,0.64,0.66,0.6608582,-13.51816788,0.065075661
20BYD00031,1,1,2,4,KS120659K-15,20ASH,9/17/19,Untreated,0,0.8,3600,0.88,0.88,0.88,0.87,0.84,0.61,0.37,0.874217954,48.66761622,-0.182683323,0.18,0.45,0.54,0.67,0.63,0.69,0.7,0.691909678,-14.86102641,0.074670905
20BYD00032,1,1,2,3,ART,20ASH,9/17/19,Untreated,10,0.83,4000,0.89,0.89,0.9,0.89,0.86,0.62,0.39,0.890707753,46.4423173,-0.174180333,0.13,0.39,0.47,0.59,0.64,0.63,0.67,0.661843533,-14.90710015,0.073235036
20BYD00033,1,1,2,2,KS16DH0002-12,20ASH,9/17/19,Untreated,10,0.8,4900,0.88,0.89,0.9,0.9,0.9,0.7,0.4,0.894621629,66.76321295,-0.249915647,0.15,0.36,0.41,0.51,0.63,0.48,0.51,0.541610658,-15.24112944,0.076813592
20BYD00034,1,1,2,1,WB4792,20ASH,9/17/19,Untreated,5,0.84,4200,0.85,0.87,0.87,0.88,0.88,0.7,0.51,0.871361991,49.76123514,-0.184428862,0.17,0.43,0.51,0.63,0.79,0.73,0.76,0.78454698,-12.88249661,0.06265322
20BYD00035,1,1,3,1,WB4303,20ASH,9/17/19,Untreated,0,0.82,3900,0.89,0.88,0.89,0.88,0.86,0.69,0.48,0.882920769,47.98066771,-0.178350453,0.2,0.46,0.54,0.68,0.72,0.64,0.66,0.684664757,-15.35292977,0.077825759
20BYD00036,1,1,3,2,KS16DH0011-12,20ASH,9/17/19,Untreated,1,0.86,6300,0.87,0.89,0.9,0.9,0.9,0.74,0.49,0.892565579,62.47250826,-0.232381522,0.12,0.37,0.44,0.59,0.72,0.72,0.67,0.725549266,-14.34290977,0.068784998
20BYD00037,1,1,3,3,KS110489M-1,20ASH,9/17/19,Untreated,5,0.87,4500,0.91,0.89,0.9,0.89,0.88,0.74,0.51,0.895284308,56.80683745,-0.210907598,0.16,0.43,0.5,0.62,0.76,0.72,0.69,0.737574825,-13.77681393,0.067562857
20BYD00038,1,1,3,4,KS120269K-3,20ASH,9/17/19,Untreated,0,0.83,5400,0.91,0.9,0.91,0.9,0.9,0.75,0.47,0.904562999,67.05743584,-0.249920681,0.15,0.43,0.49,0.62,0.8,0.72,0.72,0.761448161,-13.83249535,0.067271245
20BYD00039,1,1,3,5,EVEREST,20ASH,9/17/19,Untreated,1,0.8,5500,0.9,0.89,0.92,0.9,0.89,0.72,0.41,0.900628861,69.37590104,-0.259530646,0.18,0.43,0.53,0.65,0.66,0.83,0.79,0.831254628,-10.71652141,0.051641681
20BYD00040,1,1,3,6,KS16DH0008-32,20ASH,9/17/19,Untreated,10,0.83,5300,0.9,0.9,0.92,0.91,0.9,0.7,0.44,0.907490027,56.95768571,-0.212754782,0.13,0.36,0.41,0.56,0.72,0.63,0.6,0.66054612,-14.6314893,0.070954916
20BYD00041,1,1,3,7,KS110826K-7,20ASH,9/17/19,Untreated,5,0.88,4300,0.86,0.88,0.89,0.89,0.88,0.68,0.42,0.881175033,58.80952243,-0.219794903,0.11,0.38,0.46,0.6,0.71,0.72,0.74,0.75303696,-14.07092486,0.067245563
20BYD00042,1,1,3,8,KS120331K-9,20ASH,9/17/19,Untreated,0,0.77,5200,0.88,0.89,0.89,0.88,0.88,0.69,0.42,0.885070967,60.87625631,-0.227530466,0.14,0.43,0.45,0.58,0.64,0.62,0.69,0.66681062,-13.4820032,0.066597068
20BYD00043,1,1,3,9,LCS Link,20ASH,9/17/19,Untreated,20,0.9,5000,0.92,0.9,0.9,0.91,0.9,0.78,0.56,0.90674565,60.04632887,-0.22226235,0.21,0.44,0.51,0.66,0.76,0.7,0.68,0.730402821,-12.90288345,0.064344837
20BYD00044,1,1,3,10,KS110510K-6,20ASH,9/17/19,Untreated,0,0.78,4000,0.89,0.9,0.9,0.88,0.86,0.65,0.41,0.889464757,49.66214521,-0.185842522,0.16,0.42,0.46,0.56,0.64,0.59,0.69,0.657834732,-12.68740713,0.062997525
20BYD00045,1,1,3,11,KS16DH0005-23,20ASH,9/17/19,Untreated,0,0.87,4400,0.89,0.89,0.89,0.88,0.84,0.64,0.39,0.881691904,50.60465808,-0.189604215,0.14,0.44,0.54,0.71,0.69,0.81,0.78,0.789952068,-14.61430315,0.071196277
20BYD00046,1,1,3,12,KS120205K-2,20ASH,9/17/19,Untreated,0,0.78,4300,0.88,0.9,0.89,0.88,0.85,0.64,0.41,0.884286434,47.08033276,-0.176152865,0.14,0.43,0.49,0.63,0.68,0.74,0.73,0.744590214,-13.38448266,0.065212054
20BYD00047,1,1,3,13,KS16DH0004-30,20ASH,9/17/19,Untreated,45,0.85,3800,0.86,0.9,0.92,0.92,0.92,0.75,0.54,0.90471336,55.01788183,-0.203853936,0.1,0.41,0.45,0.61,0.76,0.56,0.58,0.631705404,-19.00085796,0.093850107
20BYD00048,1,1,3,14,ART,20ASH,9/17/19,Untreated,15,0.88,4700,0.87,0.89,0.91,0.9,0.87,0.67,0.42,0.890233619,53.83205333,-0.20126793,0.15,0.42,0.48,0.63,0.7,0.71,0.78,0.769061277,-12.4697366,0.060316081
20BYD00049,1,1,3,15,KS16DH0013-23,20ASH,9/17/19,Untreated,25,0.81,4900,0.83,0.89,0.9,0.89,0.9,0.75,0.48,0.882197993,70.38533477,-0.261979807,0.1,0.35,0.4,0.53,0.71,0.67,0.63,0.68733539,-14.48746736,0.069088931
20BYD00050,1,1,3,16,KS100510M^7,20ASH,9/17/19,Untreated,0,0.87,4400,0.87,0.89,0.89,0.89,0.88,0.67,0.38,0.88502953,63.19537051,-0.236865279,0.15,0.48,0.55,0.68,0.72,0.71,0.79,0.753993836,-15.10020571,0.074755086
20BYD00051,1,1,3,17,KS120215K-6,20ASH,9/17/19,Untreated,5,0.81,3700,0.9,0.91,0.91,0.91,0.88,0.67,0.43,0.905160787,49.94762081,-0.186713966,0.17,0.41,0.46,0.56,0.69,0.62,0.56,0.626742589,-14.12677865,0.070866274
20BYD00052,1,1,4,17,KS16DH0013-20,20ASH,9/17/19,Untreated,5,0.92,5300,0.84,0.89,0.9,0.9,0.9,0.76,0.48,0.886177736,73.29142503,-0.272857147,0.1,0.38,0.44,0.58,0.7,0.7,0.67,0.70769507,-14.91084188,0.071689418
20BYD00053,1,1,4,16,SY Benefit,20ASH,9/17/19,Untreated,0,0.83,5300,0.79,0.87,0.87,0.87,0.89,0.66,0.39,0.858430977,63.33755918,-0.237055708,0.09,0.38,0.4,0.53,0.56,0.61,0.67,0.642540901,-13.31361989,0.064347522
20BYD00054,1,1,4,15,KS110832M-2,20ASH,9/17/19,Untreated,15,0.89,5100,0.83,0.89,0.9,0.89,0.9,0.79,0.56,0.882075408,72.43385224,-0.268216729,0.11,0.37,0.41,0.54,0.75,0.75,0.7,0.771493391,-13.05664919,0.061429183
20BYD00055,1,1,4,14,KS16DH0008-18,20ASH,9/17/19,Untreated,10,0.8,5300,0.82,0.89,0.89,0.88,0.88,0.72,0.51,0.87287755,55.3559472,-0.205299372,0.11,0.35,0.39,0.5,0.65,0.57,0.53,0.586427099,-15.22122236,0.074492483
20BYD00056,1,1,4,13,KS120426M-7,20ASH,9/17/19,Untreated,10,0.83,3500,0.87,0.9,0.88,0.87,0.84,0.67,0.47,0.876836608,43.06159639,-0.160062987,0.15,0.38,0.41,0.49,0.58,0.55,0.53,0.558504476,-13.57164504,0.068235024
20BYD00057,1,1,4,12,EVEREST,20ASH,9/17/19,Untreated,1,0.86,4900,0.84,0.89,0.9,0.89,0.88,0.69,0.41,0.880818711,63.62037095,-0.23790919,0.12,0.38,0.42,0.56,0.58,0.75,0.77,0.828539194,-9.673456481,0.044696887
20BYD00058,1,1,4,11,KS120351M-2,20ASH,9/17/19,Untreated,5,0.83,3900,0.87,0.89,0.9,0.9,0.88,0.73,0.5,0.889166173,56.88374141,-0.211314191,0.15,0.44,0.48,0.64,0.7,0.73,0.65,0.70756594,-14.45930388,0.071349364
20BYD00059,1,1,4,10,KS18RDM^42,20ASH,9/17/19,Untreated,5,0.82,4600,0.85,0.88,0.89,0.88,0.88,0.73,0.51,0.876799018,57.77198113,-0.214345743,0.14,0.41,0.46,0.63,0.72,0.7,0.66,0.708770298,-14.62259339,0.071451358
20BYD00060,1,1,4,9,KS120612K-7,20ASH,9/17/19,Untreated,5,0.83,4300,0.83,0.88,0.89,0.89,0.88,0.66,0.39,0.87505856,60.26361732,-0.225694299,0.12,0.37,0.4,0.51,0.65,0.67,0.66,0.700590525,-11.90243615,0.056737712
20BYD00061,1,1,4,8,KS16DH0002-9,20ASH,9/17/19,Untreated,15,0.76,4000,0.82,0.88,0.88,0.88,0.88,0.72,0.45,0.868348197,67.86031142,-0.252945777,0.11,0.35,0.39,0.53,0.58,0.55,0.57,0.577875849,-15.29304489,0.075117451
20BYD00062,1,1,4,7,KS120017K-6,20ASH,9/17/19,Untreated,1,0.81,4600,0.83,0.88,0.88,0.89,0.89,0.78,0.55,0.874097288,71.91400514,-0.266367417,0.1,0.37,0.43,0.56,0.71,0.69,0.67,0.70898218,-14.57257251,0.069758453
20BYD00063,1,1,4,6,KS16DH0011-16,20ASH,9/17/19,Untreated,5,0.77,4600,0.84,0.88,0.88,0.88,0.89,0.73,0.48,0.87436286,64.58999749,-0.240286245,0.11,0.39,0.47,0.6,0.72,0.73,0.62,0.699162168,-15.96085636,0.077493011
20BYD00064,1,1,4,5,KS110069K-3,20ASH,9/17/19,Untreated,10,0.77,3000,0.74,0.84,0.84,0.82,0.83,0.7,0.49,0.814250288,63.85033555,-0.236718793,0.12,0.39,0.43,0.48,0.61,0.62,0.55,0.597043035,-14.04572092,0.069468539
20BYD00065,1,1,4,4,ART,20ASH,9/17/19,Untreated,10,0.86,4200,0.91,0.89,0.91,0.9,0.87,0.68,0.42,0.898267885,54.98000384,-0.205598585,0.14,0.4,0.48,0.65,0.73,0.74,0.76,0.775151919,-13.71903424,0.066058753
20BYD00066,1,1,4,3,KS16DH0011-20,20ASH,9/17/19,Untreated,20,0.81,4300,0.85,0.88,0.9,0.89,0.89,0.69,0.45,0.883138932,56.19362882,-0.209556415,0.11,0.36,0.43,0.58,0.66,0.66,0.72,0.711844756,-13.80582695,0.066044052
20BYD00067,1,1,4,2,KS16DH0010-17,20ASH,9/17/19,Untreated,10,0.82,4700,0.82,0.88,0.9,0.88,0.89,0.73,0.45,0.87425128,70.36598741,-0.262347639,0.11,0.37,0.44,0.57,0.73,0.66,0.68,0.704984486,-14.85507914,0.071423155
20BYD00068,1,1,4,1,KS15DH0055-8,20ASH,9/17/19,Untreated,1,0.76,4500,0.85,0.88,0.89,0.87,0.82,0.55,0.34,0.871061817,40.51873312,-0.152749378,0.12,0.39,0.45,0.58,0.56,0.64,0.68,0.652118043,-13.93310399,0.068276982
20BYD00069,1,1,5,1,KS120177K-23,20ASH,9/17/19,Untreated,0,0.79,3200,0.86,0.86,0.85,0.82,0.83,0.65,0.46,0.847464192,44.87893934,-0.166797472,0.18,0.39,0.41,0.44,0.55,0.63,0.68,0.809829619,-6.663743431,0.030476261
20BYD00070,1,1,5,2,KS15DH0140-8,20ASH,9/17/19,Untreated,5,0.81,4100,0.85,0.88,0.88,0.87,0.88,0.69,0.44,0.872887362,59.30138151,-0.221227357,0.11,0.38,0.43,0.55,0.68,0.64,0.71,0.702651039,-13.44163006,0.064563949
20BYD00071,1,1,5,3,EVEREST,20ASH,9/17/19,Untreated,0,0.83,4600,0.84,0.87,0.89,0.88,0.87,0.63,0.37,0.87167999,56.66533824,-0.212590039,0.14,0.4,0.44,0.55,0.56,0.62,0.71,0.674141042,-11.32887041,0.055281134
20BYD00072,1,1,5,4,KS16DH0011-32,20ASH,9/17/19,Untreated,0,0.88,4100,0.9,0.89,0.9,0.9,0.9,0.71,0.45,0.899022074,59.37685439,-0.221554721,0.14,0.4,0.51,0.68,0.75,0.64,0.65,0.691331786,-17.6410897,0.08695278
20BYD00073,1,1,5,5,KS18EVACK^55,20ASH,9/17/19,Untreated,0,0.84,3500,0.81,0.88,0.87,0.86,0.86,0.71,0.46,0.85653314,64.28798039,-0.239331199,0.11,0.39,0.42,0.57,0.72,0.71,0.67,0.7222439,-13.87831589,0.066504295
20BYD00074,1,1,5,6,KS110409M-1,20ASH,9/17/19,Untreated,5,0.77,3900,0.8,0.86,0.83,0.82,0.83,0.68,0.47,0.828944174,56.46821579,-0.209703617,0.1,0.38,0.42,0.5,0.6,0.57,0.47,0.542166356,-18.2605942,0.091256636
20BYD00075,1,1,5,7,KS120685K-2,20ASH,9/17/19,Untreated,1,0.83,4800,0.89,0.88,0.89,0.89,0.87,0.7,0.44,0.885282748,59.35208658,-0.221496416,0.15,0.42,0.47,0.6,0.62,0.69,0.68,0.689039588,-13.01067249,0.064063404
20BYD00076,1,1,5,8,KS120529M-7,20ASH,9/17/19,Untreated,10,0.82,4400,0.82,0.89,0.89,0.88,0.89,0.77,0.53,0.87413096,71.04738173,-0.263496358,0.09,0.4,0.44,0.52,0.6,0.64,0.56,0.599764676,-16.6902177,0.082418315
20BYD00077,1,1,5,9,KS120837K-4,20ASH,9/17/19,Untreated,15,0.9,3700,0.89,0.89,0.89,0.89,0.87,0.68,0.46,0.888803153,48.96926016,-0.182442678,0.14,0.38,0.44,0.54,0.7,0.64,0.61,0.660724948,-13.748406,0.067206045
20BYD00078,1,1,5,10,KS120513M-3,20ASH,9/17/19,Untreated,0,0.7,4900,0.89,0.88,0.88,0.86,0.8,0.69,0.5,0.872403014,34.14519923,-0.126006017,0.22,0.42,0.49,0.56,0.61,0.6,0.53,0.586918689,-13.49491965,0.069951242
20BYD00079,1,1,5,11,KS16DH0010-28,20ASH,9/17/19,Untreated,1,0.84,4200,0.88,0.89,0.91,0.9,0.89,0.71,0.47,0.895375242,55.75644132,-0.207676912,0.12,0.39,0.46,0.61,0.72,0.67,0.65,0.690575748,-15.74525878,0.076678974
20BYD00080,1,1,5,12,KS16DH0011-41,20ASH,9/17/19,Untreated,25,0.88,3300,0.86,0.9,0.92,0.92,0.93,0.72,0.5,0.90684391,53.73825362,-0.199796245,0.13,0.42,0.51,0.61,0.8,0.55,0.59,0.643711974,-18.78805747,0.093687916
20BYD00081,1,1,5,13,ART,20ASH,9/17/19,Untreated,10,0.88,3300,0.88,0.9,0.91,0.9,0.87,0.68,0.43,0.894293271,53.76022778,-0.20085626,0.13,0.41,0.5,0.62,0.73,0.73,0.8,0.788780775,-13.20521982,0.063412805
20BYD00082,1,1,5,14,KS120376M-4,20ASH,9/17/19,Untreated,1,0.92,4400,0.86,0.9,0.91,0.91,0.91,0.76,0.56,0.898676215,55.32712891,-0.204588009,0.11,0.38,0.44,0.6,0.8,0.69,0.66,0.724754041,-15.85718687,0.076195376
20BYD00083,1,1,5,15,KS120267M-3,20ASH,9/17/19,Untreated,1,0.84,4400,0.82,0.88,0.89,0.88,0.87,0.68,0.44,0.86920502,56.61834395,-0.211181936,0.13,0.4,0.47,0.59,0.65,0.71,0.64,0.684003448,-14.33410192,0.070140541
20BYD00084,1,1,5,16,KS18EVACK-327,20ASH,9/17/19,Untreated,40,0.82,5100,0.87,0.9,0.9,0.89,0.88,0.71,0.47,0.88937757,56.27917391,-0.209567835,0.15,0.38,0.43,0.53,0.71,0.68,0.59,0.674691417,-12.88855949,0.062767931
20BYD00085,1,1,5,17,KS120375K-9,20ASH,9/17/19,Untreated,0,0.76,3400,0.88,0.89,0.9,0.89,0.89,0.7,0.46,0.891362612,55.53406206,-0.206985501,0.15,0.41,0.49,0.65,0.75,0.76,0.72,0.768113698,-13.88134945,0.067246971
20BYD00086,1,1,6,17,KS120644K-4,20ASH,9/17/19,Untreated,10,0.79,3700,0.72,0.85,0.86,0.85,0.88,0.7,0.44,0.831940695,70.95262064,-0.264338041,0.08,0.33,0.38,0.5,0.64,0.62,0.57,0.621182237,-15.4300972,0.073972983
20BYD00087,1,1,6,16,KS100028K^12,20ASH,9/17/19,Untreated,0,0.79,5600,0.82,0.88,0.88,0.87,0.87,0.73,0.49,0.864455926,64.19998802,-0.238554212,0.09,0.38,0.41,0.53,0.57,0.55,0.49,0.537017049,-19.50826326,0.097419807
20BYD00088,1,1,6,15,KS110515K-2,20ASH,9/17/19,Untreated,0,0.78,4900,0.78,0.87,0.86,0.85,0.86,0.69,0.46,0.844537488,60.13359016,-0.2237302,0.13,0.35,0.37,0.46,0.62,0.6,0.59,0.634537179,-11.46888339,0.055152486
20BYD00089,1,1,6,14,KS16DH0002-15,20ASH,9/17/19,Untreated,5,0.68,4600,0.8,0.87,0.87,0.87,0.87,0.7,0.47,0.856600845,59.43285456,-0.221054521,0.11,0.36,0.41,0.5,0.61,0.59,0.59,0.608363048,-14.14070239,0.069031319
20BYD00090,1,1,6,13,WB4699,20ASH,9/17/19,Untreated,15,0.81,5500,0.75,0.85,0.87,0.88,0.9,0.79,0.55,0.860519349,63.45845011,-0.2356946,0.08,0.33,0.38,0.5,0.68,0.7,0.7,0.741990598,-13.1748153,0.061262407
20BYD00091,1,1,6,12,EVEREST,20ASH,9/17/19,Untreated,5,0.76,4100,0.74,0.85,0.85,0.85,0.86,0.68,0.45,0.830246432,61.84262883,-0.230157743,0.09,0.36,0.39,0.48,0.53,0.5,0.43,0.484941206,-20.40759932,0.102746083
20BYD00092,1,1,6,11,KS120742M-1,20ASH,9/17/19,Untreated,1,0.75,4300,0.76,0.86,0.87,0.86,0.86,0.68,0.44,0.842506469,61.22417423,-0.22813797,0.09,0.36,0.39,0.51,0.61,0.56,0.59,0.594310745,-15.41270469,0.075140971
20BYD00093,1,1,6,10,KS120494M-1,20ASH,9/17/19,Untreated,0,0.79,5900,0.8,0.88,0.89,0.9,0.91,0.8,0.55,0.875955516,82.92088073,-0.307458065,0.09,0.31,0.38,0.49,0.66,0.66,0.65,0.691120194,-13.67316053,0.064161113
20BYD00094,1,1,6,9,KS120905M-6,20ASH,9/17/19,Untreated,10,0.72,3600,0.7,0.82,0.8,0.79,0.85,0.72,0.53,0.860519349,63.45845011,-0.2356946,0.06,0.36,0.38,0.41,0.56,0.59,0.5,0.548795854,-15.18654835,0.074069272
20BYD00095,1,1,6,8,KS18RDK^249,20ASH,9/17/19,Untreated,5,0.78,5100,0.79,0.85,0.85,0.85,0.87,0.7,0.46,0.842207301,64.44071293,-0.239780282,0.1,0.35,0.4,0.53,0.6,0.65,0.68,0.685311395,-12.69101756,0.060394365
